Title,Publication Date,Summary,URL,Source,Country,Language
US plans to allocate around $175 billion for its Golden Dome missile shield — Trump,"Wed, 21 May 2025 02:57:16 +0300","According to the US president, Canada was interested in joining the project",https://tass.com/world/1961085,TASS,Russia,en
US designs new missile shield with space-based interceptors — Trump,"Wed, 21 May 2025 02:51:26 +0300","In his words, the United States will employ ""technology that's even far advanced"" than Israel’s Iron Dome",https://tass.com/world/1961083,TASS,Russia,en
"In response to Zelensky’s call for sanctions, Trump says it’s for him to decide","Wed, 21 May 2025 02:42:44 +0300",US president also spoke highly of his latest phone conversation with Russian President Vladimir Putin and European leaders,https://tass.com/world/1961081,TASS,Russia,en
Pope Leo XIV confirms readiness to host negotiations on Ukraine,"Wed, 21 May 2025 01:50:49 +0300",The Pontiff held a phone conversation with Italian Prime Minister Giorgia Meloni,https://tass.com/world/1961079,TASS,Russia,en
"Russia’s Pacific Fleet regularly gets new warships, submarines — Navy commander","Wed, 21 May 2025 01:25:31 +0300","Admiral Alexander Moiseyev said that this year, the fleet’s military units have demonstrated a high degree of professionalism and combat readiness during various training events",https://tass.com/defense/1961077,TASS,Russia,en
Existence of Pacific fleet is vital for Russia’s defense in Far East — Navy commander,"Wed, 21 May 2025 01:20:28 +0300","""At present, the Pacific Fleet is a powerful and balanced group of forces"", - admiral Alexander Moiseyev said",https://tass.com/defense/1961075,TASS,Russia,en
"Trump delays additional sanctions to maintain leverage on Russia, Ukraine — Rubio","Wed, 21 May 2025 00:57:32 +0300","In his words, Russia’s proposals on peaceful settlement of the conflict will show Moscow’s determination for ending the conflict",https://tass.com/world/1961073,TASS,Russia,en
Ukrainian lawmaker admits Russian strike on military training site,"Wed, 21 May 2025 00:34:22 +0300","Alexey Goncharenko added that Ukraine’s top brass no longer spares the lives of servicemen, by holding military training next to the frontline and issuing late orders to retreat",https://tass.com/world/1961071,TASS,Russia,en
"USAID told Zelensky to unleash war with Russia over Donbass, former Ukrainian PM says","Wed, 21 May 2025 00:00:51 +0300","According to Nikolay Azarov, using the rhetoric on Ukraine’s accession to NATO and the EU was also among these compulsory instructions for Zelensky, although it was indicated that no such thing would happen",https://tass.com/world/1961067,TASS,Russia,en
Israel recalls delegation to Doha talks on Gaza — Netanyahu’s office,"Tue, 20 May 2025 23:23:52 +0300",The senior negotiation team will return to Israel for consultations,https://tass.com/world/1961043,TASS,Russia,en
Durov says ready to testify about foreign meddling in Romanian presidential election,"Tue, 20 May 2025 23:20:12 +0300",He also accused France of interfering in the voting,https://tass.com/world/1961041,TASS,Russia,en
Poland has no intention to send troops to Ukraine — PM,"Tue, 20 May 2025 23:12:02 +0300","According to the Donald Tusk, Warsaw is not being pressured on this issue by its Western partners",https://tass.com/world/1961039,TASS,Russia,en
Share of non-residents in Russia’s sovereign Eurobonds down to 28% in Q1 — Central Bank,"Tue, 20 May 2025 23:08:02 +0300",The total volume of Russia’s Eurobonds owned by non-residents at nominal value went up to $9.102 bln,https://tass.com/economy/1961037,TASS,Russia,en
Russia sends note to UN head over West’s treatment of Russian journalists,"Tue, 20 May 2025 23:01:08 +0300",Attached to the letter is a list of documented cases of various forms of ill treatment of Russian journalists abroad since 2022,https://tass.com/world/1961033,TASS,Russia,en
Israeli army ready to change its tactic in Gaza if hostage release agreement is reached,"Tue, 20 May 2025 22:56:33 +0300","On May 18, Israel said that it was expanding operations in the southern and northern Gaza Strip as part of Operation Gideon’s Chariots involving five army divisions",https://tass.com/world/1961031,TASS,Russia,en
Inflation expectations in Russia up to 13.4% in May from 13.1% in April,"Tue, 20 May 2025 22:54:46 +0300","In April, expected inflation also went up slightly compared with its March level of 12.9%. In March, it fell sharply from 13.7% in February",https://tass.com/economy/1961029,TASS,Russia,en
Bank of Russia lowers dollar exchange rate to 80.31 rubles for May 21,"Tue, 20 May 2025 22:48:57 +0300",The official euro exchange rate has been lowered by 54 kopecks to 89.9679 rubles,https://tass.com/economy/1961027,TASS,Russia,en
Azerbaijani-Russian trade turnover up almost 40% in January-April year-on-year,"Tue, 20 May 2025 22:38:19 +0300","Russia ranked third among Azerbaijan's trade partners in the first four months of this year after Italy and Turkey, according to the report",https://tass.com/world/1961025,TASS,Russia,en
New world order to sprout from current global standoff — Medvedev,"Tue, 20 May 2025 22:36:59 +0300","Medvedev noted that, despite all violent wars of the past, ""people, by their nature, certainly always aspired for peace, and countries, regardless of their differences, learned to reach agreements with each other",https://tass.com/politics/1961019,TASS,Russia,en
Trump says to take wait-and-see approach on sanctions following talks with Putin,"Tue, 20 May 2025 22:35:27 +0300","Top diplomats of the European Union approved the 17th package of anti-Russian sanctions, blacklisting 17 individuals and 58 legal entities, on May 20",https://tass.com/world/1961015,TASS,Russia,en
New US administration focuses on diplomatic means to resolve conflicts — Medvedev,"Tue, 20 May 2025 22:22:55 +0300",Medvedev mused on the idea of whether international law was necessary for regulating relations between various peoples,https://tass.com/politics/1961013,TASS,Russia,en
"Russia considers Donbass, Novorossiya issue settled — Medvedev","Tue, 20 May 2025 22:21:38 +0300","The politician reiterated that globally, there are normally two models of recognizing the new subject entities of international law. In the first case, a declaration of independence of a certain territory is sufficient, while in the second case, the recognition of an independent state by other countries is also needed",https://tass.com/politics/1961011,TASS,Russia,en
"EU blacklists Stan machine-tool manufacturer, Unmanned Systems drone producer","Tue, 20 May 2025 22:15:19 +0300","Stan is a Russian machine-tool manufacturer that produces modern numerical control machines for high-tech industries, including aerospace and defense",https://tass.com/world/1961007,TASS,Russia,en
Project Rassvet by Bureau 1440 to be Russia’s response to Starlink — Roscosmos,"Tue, 20 May 2025 21:57:59 +0300",The Russia’s space corporation will create low orbiting broadband communications,https://tass.com/science/1960995,TASS,Russia,en
Space national project approved overall at strategic session in Russian government,"Tue, 20 May 2025 21:03:04 +0300",The document includes two groundbreaking technological projects: ‘Space Atom’ and ‘Space Science’,https://tass.com/politics/1960993,TASS,Russia,en
"Russia, US need to create legal frameworks for cooperation — Medvedev","Tue, 20 May 2025 21:01:39 +0300","According to the official, Russian President Vladimir Putin and his US counterpart Donald Trump touched on this issue in their phone talks",https://tass.com/politics/1960989,TASS,Russia,en
Sino-Russian energy cooperation to expand irrespective of US — company,"Tue, 20 May 2025 21:00:27 +0300","Li Shaoshi noted the longstanding ""prospects for expansion of the Sino-Russian energy cooperation""",https://tass.com/economy/1960987,TASS,Russia,en
West’s actions pose direct threat to maritime security — Russian diplomat,"Tue, 20 May 2025 20:59:35 +0300",Russian Permanent Representative to the United Nations Vasily Nebenzya recalled Estonia and NATO aircraft’s recent attempt to detain the Gabon-flagged Jaguar ship in the neutral waters,https://tass.com/politics/1960985,TASS,Russia,en
"Rubio says US may tighten sanctions against Russia, increase aid to Kiev at some point","Tue, 20 May 2025 20:57:34 +0300","Commenting on the US Congress' potential consideration of a bill to tighten sanctions against the Russian Federation, the Secretary of State noted that the American administration ""cannot control the Congress""",https://tass.com/world/1960981,TASS,Russia,en
"Conversation between Putin, Trump important with regard to Ukraine — Medvedev","Tue, 20 May 2025 20:47:12 +0300",The Russian Security Council Deputy Chairman pointed out that currently Ukraine is de facto externally controlled by the US and European countries,https://tass.com/politics/1960979,TASS,Russia,en
New national project on space to unite groundbreaking areas of work — Russian PM,"Tue, 20 May 2025 20:46:09 +0300","The space sector is a major field, which ""is of crucial importance for ensuring gradual growth of national economy, strengthening of technological sovereignty,"" Mikhail Mishustin said",https://tass.com/politics/1960975,TASS,Russia,en
West hijacks UN to advance own interests — Medvedev,"Tue, 20 May 2025 20:45:18 +0300","""Today, the UN secretary general is expected to show initiative in fulfilling mediating obligations and personal courage in the spirit of his predecessors,"" the Russian official noted",https://tass.com/politics/1960973,TASS,Russia,en
EU extends exemption from oil price cap for Sakhalin-2 project,"Tue, 20 May 2025 20:37:43 +0300",The extension is granted for one year until 28 June 2026,https://tass.com/economy/1960969,TASS,Russia,en
EU member states decide to lift economic sanctions on Syria — Kallas,"Tue, 20 May 2025 20:21:49 +0300","""We want to help the Syrian people rebuild a new, inclusive and peaceful Syria,"" the EU top diplomat stated",https://tass.com/world/1960961,TASS,Russia,en
Medvedev says West sees that Global South rejects rule-based order,"Tue, 20 May 2025 20:19:13 +0300","According to the politician, the West is pushing for strict adherence to the rule-based order, regardless of what other countries think",https://tass.com/politics/1960959,TASS,Russia,en
"EU imposes restrictions against ten companies from China, UAE, Belarus, Israel","Tue, 20 May 2025 20:06:56 +0300","In total, the 17th package of anti-Russia sanctions included 17 individuals and 58 legal entities",https://tass.com/world/1960955,TASS,Russia,en
Russia’s Medvedev sees ‘long way to go’ before memorandum with Ukraine can be signed,"Tue, 20 May 2025 20:01:05 +0300","""The most difficult task now is to fill this memorandum with the necessary content,"" the official noted",https://tass.com/politics/1960957,TASS,Russia,en
UN warns thousands of babies in Gaza could die without aid,"Tue, 20 May 2025 19:54:37 +0300","According to the senior UN official, the world organization is making efforts to save as many children as possible in the Palestinian enclave",https://tass.com/world/1960953,TASS,Russia,en
Ukraine’s incursion into Kursk Region was sheer waste of elite units — expert,"Tue, 20 May 2025 19:14:25 +0300","Andrey Marochko emphasized that the fallen soldiers and foreign mercenaries, most of whom were provided with ""the best"" training and equipment, had been trained in Western countries under NATO instruction",https://tass.com/politics/1960933,TASS,Russia,en
Russian Foreign Minister Lavrov arrives in Yerevan,"Tue, 20 May 2025 19:12:58 +0300",The top Russian diplomat’s most recent visit to Yerevan was in June 2022,https://tass.com/politics/1960931,TASS,Russia,en
EU introduces restrictions against 189 tankers transporting Russian oil,"Tue, 20 May 2025 18:54:52 +0300","The restrictions ban entry into EU ports for those vessels, as well as any transactions by European companies with them",https://tass.com/world/1960901,TASS,Russia,en
"EU imposes sanctions against Moldovan, Belarusian nationals","Tue, 20 May 2025 18:52:32 +0300","In particular, sanctions were imposed against Elena Kolbasnikova, who, as the EU argues, is connected with organization of anti-Ukraine actions in Germany",https://tass.com/world/1960895,TASS,Russia,en
Russia will view ‘coalition of the willing’ in Ukraine as reoccurring threat — Medvedev,"Tue, 20 May 2025 18:49:34 +0300",The politician mentioned that mandates to maintain peace and security are traditionally associated with the UN Security Council,https://tass.com/politics/1960897,TASS,Russia,en
For signing agreements with Ukraine its authorized officials are to be found — Medvedev,"Tue, 20 May 2025 18:39:14 +0300","The Deputy Chairman of Russia’s Security Council explained that the arrangements ""will only be challenged if they are made by authorized persons""",https://tass.com/politics/1960887,TASS,Russia,en
Push to isolate nations could lead to new world war — Medvedev,"Tue, 20 May 2025 18:38:02 +0300","The politician said that the international legal order was most stable at the stages ""when it was built with active participation of all states,"" including Russia",https://tass.com/politics/1960891,TASS,Russia,en
EU introduces restrictions against 17 individuals including Russian gunmakers,"Tue, 20 May 2025 18:31:05 +0300","In addition to the new sanctions package, the EU imposed export sanctions on companies involved in military or dual technologies",https://tass.com/world/1960885,TASS,Russia,en
"Russian defense minister hears report on latest UAV models, tactics","Tue, 20 May 2025 18:28:37 +0300","Additionally, Andrey Belousov visited the command centers of the Battlegroup Center, where he received reports from brigade commanders regarding enemy activities and operational assessments",https://tass.com/politics/1960877,TASS,Russia,en
"EU blacklists 28 judges, prosecutors in Russia for human rights violations","Tue, 20 May 2025 18:22:02 +0300","In particular, among those blacklisted are judges working in the Moscow City Court",https://tass.com/world/1960867,TASS,Russia,en
Ukraine wants to keep US in negotiating process with Russia — media,"Tue, 20 May 2025 18:11:41 +0300","According to the report, Ukraine hopes to elaborate ""joint positions"" with its European allies",https://tass.com/world/1960863,TASS,Russia,en
Medvedev jokes about Macron's 'suspicious napkin' on train ride video,"Tue, 20 May 2025 18:02:57 +0300","The Elysee Palace later clarified that the item was merely a handkerchief, not any illicit substance",https://tass.com/politics/1960853,TASS,Russia,en
"Russian forces strike Ukrainian military airfield, UAV assembly workshop over past day","Tue, 20 May 2025 17:56:31 +0300","The Ukrainian military lost more than 1,290 troops in battles with Russian forces in all the frontline areas over the past 24 hours",https://tass.com/politics/1960845,TASS,Russia,en
Russia ready for talks with Ukraine without preliminary conditions — Medvedev,"Tue, 20 May 2025 17:50:45 +0300",Deputy Chairman of the Russian Security Council said that such talks would make it possible to reach peace,https://tass.com/politics/1960835,TASS,Russia,en
"Trump administration plans to strip 200,000 Ukrainians of refugee status — WP","Tue, 20 May 2025 17:50:39 +0300","Besides Ukrainians, the decision may affect 500,000 Haitians",https://tass.com/world/1960837,TASS,Russia,en
Israel's Gaza aid plan could lead to war crimes — UNRWA chief,"Tue, 20 May 2025 17:44:34 +0300","According to Philippe Lazzarini, the ""primary intent"" of the proposed plan is to push the people of Gaza to the south, and even out of the enclave",https://tass.com/world/1960829,TASS,Russia,en
EU hell-bent on derailing Ukraine peace process — Russian diplomat,"Tue, 20 May 2025 17:41:28 +0300","""EU has a pathological aversion to acknowledging the progress being made toward a peaceful settlement of the Ukrainian crisis,"" Maria Zakharova said",https://tass.com/politics/1960827,TASS,Russia,en
IN BRIEF: What is known about new British sanctions against Russia,"Tue, 20 May 2025 17:41:05 +0300",The restrictions affect 82 individuals and legal entities,https://tass.com/world/1960831,TASS,Russia,en
Russia asks Macron to respond to Durov’s accusations France meddled in Romanian election,"Tue, 20 May 2025 17:37:02 +0300","Zakharova drew attention to the fact that this was ""an open statement by a person who created the relevant Internet platform and who was involved in the measures applied to him by the French law enforcement system related to the operation of this very platform""",https://tass.com/politics/1960805,TASS,Russia,en
Global community must provide clear assessment of NATO provocations in Baltic Sea,"Tue, 20 May 2025 17:29:55 +0300","According Maria Zakharova, certain NATO countries are attempting to reconfigure the existing navigation order in the waters of the Black Sea based on international law ""and not on their distorted ideas about geography""",https://tass.com/politics/1960807,TASS,Russia,en
"Britain's Ambrey reports risk of NATO-Russia ""non-linear warfare"" in Baltic Sea","Tue, 20 May 2025 17:26:50 +0300","The British maritime security firm warns that ""should a future Russia-Ukraine peace agreement fail to address EU-UK sanctions on Russian hydrocarbon exports, Russia is likely to reallocate its security resources, previously concentrated on the Black Sea, to the Baltic region""",https://tass.com/world/1960791,TASS,Russia,en
Istanbul agreements must be executed before next steps taken in Ukraine peace process,"Tue, 20 May 2025 17:17:08 +0300",Maria Zakharova said that it is important now to implement what was agreed upon in Istanbul on May 16,https://tass.com/politics/1960781,TASS,Russia,en
"EU imposes sanctions on Russian Radiation, Chemical, and Biological Protection Forces","Tue, 20 May 2025 17:12:11 +0300",The document has been adopted in addition to a legal act by the EU Council published in the Official Journal of the EU,https://tass.com/world/1960777,TASS,Russia,en
IN BRIEF: Key statements by Bank of Russia’s Chief at Alfa-Summit,"Tue, 20 May 2025 17:09:52 +0300",Elvira Nabiullina touched upon the demand for the digital ruble in cross-border payments and the capabilities of artificial intelligence in macroeconomic analysis,https://tass.com/economy/1960779,TASS,Russia,en
Moscow believes Washington understands futility of putting pressure on Russia — diplomat,"Tue, 20 May 2025 17:07:23 +0300","Maria Zakharova added that after a long pause, the Russia-US communication was being restored",https://tass.com/politics/1960773,TASS,Russia,en
"Kremlin discloses what else Putin-Trump talks covered, such as threats from Kiev, WWII","Tue, 20 May 2025 16:58:10 +0300","As Kremlin Aide Yury Ushakov pointed out, the US leader acknowledged that the Russians made the most sacrifices during World War II",https://tass.com/politics/1960743,TASS,Russia,en
IN BRIEF: What is known about 17th package of EU sanctions on Russia,"Tue, 20 May 2025 16:55:45 +0300","The European Union blacklisted six companies from China, two firms from the UAE, as well as the Minsk Wheel Tractor Plant",https://tass.com/world/1960761,TASS,Russia,en
"Gagauzia head remains 'unbroken,' intends to continue political struggle","Tue, 20 May 2025 16:55:32 +0300","Evghenia Gutsul described the process against her as ""the removal of an inconvenient regional leader who was elected by the people of Gagauzia""",https://tass.com/world/1960759,TASS,Russia,en
KazanForum results in signing 130 agreements worth over $12.4 mln — Deputy PM,"Tue, 20 May 2025 16:49:10 +0300","The agenda comprised more than 200 events, including 148 business sessions with the participation of 990 speakers",https://tass.com/economy/1960755,TASS,Russia,en
Accusations that Russia meddled in Romania’s election groundless — diplomat,"Tue, 20 May 2025 16:45:56 +0300",Maria Zakharova stressed that the propaganda campaign in Romania openly and flagrantly violated basic norms of democracy,https://tass.com/politics/1960749,TASS,Russia,en
Russia thwarts all attempts to interfere in internal affairs — Justice Ministry,"Tue, 20 May 2025 16:40:23 +0300",Oleg Sviridenko noted that Russia has set up special institutions and agencies to protect national interests,https://tass.com/politics/1960725,TASS,Russia,en
Crocus attack damage totals nearly 6 bln rubles — Russia’s Investigative Committee,"Tue, 20 May 2025 16:27:49 +0300","Alexander Bastrykin noted that the case materials for the terrorist attack at Crocus City Hall have grown to 500 volumes, and will soon be handed over to the prosecution",https://tass.com/politics/1960723,TASS,Russia,en
"Some 20,000 naturalized Russian citizens who dodged draft sent to special op — official","Tue, 20 May 2025 16:17:51 +0300","According to Alexander Bastrykin, the Russian Investigative Committee tracked down 80,000 Russian citizens who wouldn’t show up at military enlistment offices",https://tass.com/politics/1960717,TASS,Russia,en
"Putin, Trump truly engage in Ukrainian settlement — diplomat","Tue, 20 May 2025 16:15:46 +0300","Maria Zakharova said that Russian and US leaders instructed their subordinates, administrations, and diplomats",https://tass.com/politics/1960713,TASS,Russia,en
"Diplomat issues reminder to EU, Ukraine that Russia deaf to ultimatums","Tue, 20 May 2025 16:10:23 +0300","According to Maria Zakharova, this has consistently been stated by both the Russian leadership and the deeds and actions of the Russian people",https://tass.com/politics/1960715,TASS,Russia,en
Russian diplomat slams attempts to set timeframes for Russia-Ukraine talks as futile,"Tue, 20 May 2025 16:08:42 +0300",Maria Zakharova commented on European Commission President Ursula von der Leyen’s statement that this week will play a crucial role in talks on settling the Ukrainian conflict,https://tass.com/politics/1960711,TASS,Russia,en
Russian diplomat blasts Zelensky for trying to disrupt Istanbul talks,"Tue, 20 May 2025 15:58:21 +0300",Maria Zakharova noted that Kiev was a bit naive in hoping that delaying the talks would cause Moscow to leave the negotiating table,https://tass.com/politics/1960703,TASS,Russia,en
"Russian side proposed POW swap at Istanbul talks, diplomat clarifies","Tue, 20 May 2025 15:55:09 +0300",Maria Zakharova pointed to the fact that several other significant agreements were reached at the Istanbul talks,https://tass.com/politics/1960701,TASS,Russia,en
France bars Telegram co-founder Durov from traveling to US — Politico,"Tue, 20 May 2025 15:52:05 +0300","The Paris prosecutor's office rendered its decision on May 12 ""on the grounds that such a trip abroad did not appear imperative or justified,"" the newspaper wrote",https://tass.com/society/1960689,TASS,Russia,en
"Atlas Mining, Surgutneftegas put on EU sanctions list","Tue, 20 May 2025 15:48:32 +0300","According to the report, Atlas Mining and Surgutneftegas are ""involved in an economic sector providing a substantial source of revenue to the Russian government""",https://tass.com/world/1960687,TASS,Russia,en
Zakharova dismisses Western claims talks on Ukraine cannot be held without ceasefire,"Tue, 20 May 2025 15:46:01 +0300",The Russian Foreign Ministry spokeswoman reiterated the government’s position that Europe only wants a ceasefire in order to provide the Ukrainian army with a breather,https://tass.com/politics/1960685,TASS,Russia,en
Europe fears full US exit from Ukraine conflict after Trump’s comments — magazine,"Tue, 20 May 2025 15:44:35 +0300","The French magazine highlighted Trump’s endorsement of further direct talks between Russia and Ukraine ""because they know the inner-workings of the negotiations that nobody else would be aware of""",https://tass.com/world/1960683,TASS,Russia,en
"EU’s new anti-Russian sanctions target 17 individuals, 58 entities — Estonia’s MFA","Tue, 20 May 2025 15:37:44 +0300","According to the statement, the EU will also blacklist 189 vessels",https://tass.com/world/1960679,TASS,Russia,en
Kiev deploys maneuverable groups of mercenaries to Seversk area in Donetsk region — expert,"Tue, 20 May 2025 15:27:26 +0300",Russian forces have noticed small groups of foreign soldiers at the engagement line north and east of Seversk moving in pickup trucks with mounted Western-made anti-aircraft machine guns and mortars,https://tass.com/politics/1960675,TASS,Russia,en
Pivotal moment for Kiev to make decisions — Russian MFA,"Tue, 20 May 2025 15:15:52 +0300","Russian Foreign Ministry Spokeswoman Maria Zakharova expressed hope that Kiev’s ""instinct to preserve what remains of its statehood"" would prevail",https://tass.com/politics/1960669,TASS,Russia,en
"Pakistan, India agree to withdraw troops to pre-conflict positions by late May — AFP","Tue, 20 May 2025 15:13:30 +0300",A senior Pakistani security official said that the initial plan was to complete these steps within 10 days,https://tass.com/world/1960667,TASS,Russia,en
"Putin, Trump discuss Soviet, US 'brothers-in-arms' relationship during WWII","Tue, 20 May 2025 15:08:47 +0300","""The leaders spoke extensively and warmly about the fact that our countries were allies during World War II, fighting together against Nazi Germany and militaristic Japan,"" Russian Presidential Aide Yury Ushakov said",https://tass.com/politics/1960665,TASS,Russia,en
Investigative Committee gets set to hand over evidence in Crocus City case to court,"Tue, 20 May 2025 14:54:26 +0300","Chairman Alexander Bastrykin said that the Investigative Committee, the Interior Ministry and the FSB acted competently and quickly in responding to the attack",https://tass.com/society/1960663,TASS,Russia,en
Africa to send over 40 delegations to Moscow security forum,"Tue, 20 May 2025 14:46:37 +0300","According to the Russian Security Council, ""African countries demonstrate keen interest"" to the forum that will be held in Moscow on May 27 through 29",https://tass.com/politics/1960661,TASS,Russia,en
"Education, health fees among key concerns",2017-12-12T00:59:00.000+0000,China to legislate on preschool education,http://www.chinadaily.com.cn/a/201712/12/WS5a2f29d4a3108bc8c6721a30.html,China Daily,China,en
International group praises green revival,2017-12-12T00:46:57.000+0000,A high-level international advisory body applauded China's efforts to improve the environment and suggested a 15-year strategy against pollution in a draft recommendation report on Monday.,http://www.chinadaily.com.cn/a/201712/12/WS5a2f2701a3108bc8c6721a16.html,China Daily,China,en
"Beijing, Moscow drill for potential missile warfare",2017-12-12T00:41:33.000+0000,"China and Russia kicked off their second joint computer-assisted anti-missile drill on Monday, a move experts said could deter potential missile threats amid rising tensions on the Korean Peninsula.",http://www.chinadaily.com.cn/a/201712/12/WS5a2f25bda3108bc8c6721a0b.html,China Daily,China,en
"Memorial Day a time to 'remember', 'inspire'",2017-12-12T00:39:08.000+0000,A memorial service to mark the 80th anniversary of the Nanjing Massacre committed during the War of Resistance Against Japanese Aggression (1931-45) brought together hundreds of activists and members of the Chinese and other Asian communities on Sunday in San Francisco.,http://www.chinadaily.com.cn/a/201712/12/WS5a2f252ca3108bc8c6721a01.html,China Daily,China,en
More military technologies targeted for civilian sector to boost economy,2017-12-12T00:38:44.000+0000,"China will strengthen innovation by developing high-tech industries with military technologies to boost military-civil integration, a move that aims to cultivate new growth drivers and boost the economy, said a recent State Council guideline.",http://www.chinadaily.com.cn/a/201712/12/WS5a2f2514a3108bc8c67219fb.html,China Daily,China,en
Dangerous stunts get thumbs-down from video platforms,2017-12-12T00:36:10.000+0000,Multiple social media and video streaming platforms will limit who can view videos that depict dangerous stunts - and may even prohibit such material - in an effort to discourage imitators.,http://www.chinadaily.com.cn/a/201712/12/WS5a2f247aa3108bc8c67219f5.html,China Daily,China,en
Taiwan's New Party vows to help improve relations,2017-12-12T00:33:47.000+0000,"Top political adviser Yu Zhengsheng met with a Taiwan delegation representing the island's New Party in Beijing on Monday to discuss the peaceful development of cross-Straits relations and how to achieve the ""great rejuvenation"" of the Chinese nation.",http://www.chinadaily.com.cn/a/201712/12/WS5a2f23eba3108bc8c67219f0.html,China Daily,China,en
Former Chongqing political official facing corruption investigation,2017-12-12T00:28:27.000+0000,"Sun Zhengcai, the former secretary of Chongqing Municipal Committee of the Communist Party of China, has been placed under investigation on suspicion of accepting bribes, according to the Supreme People's Procuratorate on Monday.",http://www.chinadaily.com.cn/a/201712/12/WS5a2f22aba3108bc8c67219e2.html,China Daily,China,en
Satellite lofted for first Arab country,2017-12-12T00:27:08.000+0000,"A Chinese-made communications satellite became the first ""export"" of such a spacecraft to an Arab country when it was launched by China on Monday for Algeria.",http://www.chinadaily.com.cn/a/201712/12/WS5a2f225ea3108bc8c67219dd.html,China Daily,China,en
Water diversion project drives environmental improvements and provides new jobs for locals,2017-12-11T23:57:57.000+0000,Green industries such as eco-agriculture and tourism are helping to raise living standards along the program's central route,http://www.chinadaily.com.cn/a/201712/12/WS5a2f1b86a3108bc8c672199a.html,China Daily,China,en
Oldest Nanjing Massacre survivor dies at 100,2017-12-11T23:32:01.000+0000,"The oldest survivor of the Nanjing Massacre died on Sunday, and fewer than 100 survivors remain, the Memorial Hall of the Victims in the Nanjing Massacre said on Monday.",http://www.chinadaily.com.cn/a/201712/12/WS5a2f1571a3108bc8c6721964.html,China Daily,China,en
AIIB loans $250m for Beijing coal-to-gas conversion,2017-12-11T23:27:38.000+0000,"The Asian Infrastructure Investment Bank announced on Monday a $250 million loan for a natural gas project in Beijing, the bank's first such investment in China, to help cut coal use and improve air quality in the capital area.",http://www.chinadaily.com.cn/a/201712/12/WS5a2f146aa3108bc8c6721954.html,China Daily,China,en
Discovering Yunnan’s Tibetan Plateau - A personal Shangri-La,2017-12-11T23:09:44.000+0000,"High in the northwestern uplands of Yunnan lies a popular destination known as Shangri-La since 2001. When Bruce Connolly visited it in 1995, it was called Zhongdian. A town partly fulfilling Bruce’s Tibetan dream.",http://www.chinadaily.com.cn/a/201712/12/WS5a2f103aa3108bc8c672193a.html,China Daily,China,en
Xi: Uproot undesirable work styles,2017-12-11T21:51:37.000+0000,"General Secretary Xi Jinping warns about the recurrence of undesirable work styles - formalities for formalities' sake, hedonism, and extravagance.",http://www.chinadaily.com.cn/a/201712/12/WS5a2efdeaa3108bc8c6721925.html,China Daily,China,en
Xi-style diplomacy brings China closer to world,2017-12-11T14:39:19.000+0000,N/A,http://www.chinadaily.com.cn/a/201712/11/WS5a2e9898a3103f77d55ac36d.html,China Daily,China,en
China to hold annual memorial for Nanjing Massacre victims,2017-12-11T13:08:34.000+0000,"China will hold an annual memorial for the victims of the Nanjing Massacre, in the eastern city of Nanjing Wednesday.",http://www.chinadaily.com.cn/a/201712/11/WS5a2e8352a3103f77d55ac363.html,China Daily,China,en
Beijing’s Haidian district halts removal of building signs,2017-12-11T12:52:36.000+0000,"Urban management authorities in Beijing’s Haidian district have suspended the removal of signs and billboards from buildings, and have not made a decision when work would resume.",http://www.chinadaily.com.cn/a/201712/11/WS5a2e7f94a3103f77d55ac35d.html,China Daily,China,en
PLA Navy stations women on Nansha Islands for the 1st time,2017-12-11T12:33:50.000+0000,"The People’s Liberation Army has sent 10 of its female members to join the garrison guarding the Nansha Islands in the South China Sea, according to the PLA Navy.",http://www.chinadaily.com.cn/a/201712/11/WS5a2e7b2ea3109f488237c972.html,China Daily,China,en
Forum tackles urban problems for sustainable future,2017-12-11T12:21:19.000+0000,A forum tackling the more challenging problems in urban development gathered people in this area on Saturday to raise awareness of greener and more sustainable urban development.,http://www.chinadaily.com.cn/a/201712/11/WS5a2e7840a3109f488237c96c.html,China Daily,China,en
Emojis frown on corruption,2017-12-11T11:59:50.000+0000,An emojis package highlighting the eight-point austerity rules has become a hit on the internet.,http://www.chinadaily.com.cn/a/201712/11/WS5a2e7338a3109f488237c969.html,China Daily,China,en
Suzhou police catch gang selling fake Herbalife products,2017-12-11T11:43:01.000+0000,Police in eastern China said on Monday they have smashed an operation that made more than 20 million yuan ($3 million) from selling fake Herbalife products.,http://www.chinadaily.com.cn/a/201712/11/WS5a2e6f45a3109f488237c967.html,China Daily,China,en
Jack Ma Foundation pledges millions to boost rural education,2017-12-11T11:32:54.000+0000,The Jack Ma Foundation has pledged to spend at least 300 million yuan ($45 million) in the next decade to staff rural schools with qualified teachers.,http://www.chinadaily.com.cn/a/201712/11/WS5a2e6ce6a3109f488237c965.html,China Daily,China,en
New Party delegation from Taiwan visits mainland,2017-12-11T11:21:27.000+0000,The director of the State Council's Taiwan Affairs Office met with a delegation from Taiwan's New Party on Monday to promote peaceful development of cross-Straits relations.,http://www.chinadaily.com.cn/a/201712/11/WS5a2e6a39a3109f488237c814.html,China Daily,China,en
